,Average MSE
0,0.00037513424225229147
1,0.00037498447515342076
2,0.0003741114960575942
3,0.00037038075121624087
4,0.0003667708745827743
5,0.0003395968839564982
6,0.0003346187489417692
7,0.0003381002558550487
8,0.00033683267489929375
9,0.00033574955644629273
10,0.00033551552769495174
11,0.00033539585759475205
12,0.00033417794171934173
13,0.00033701536085573025
14,0.0003325605775899021
15,0.00033555089733757387
16,0.0003362138959346339
17,0.0003362204467218059
18,0.00033640313874154043
19,0.00033317527171069133
20,0.0003384499068488367
21,0.0003348113908335411
22,0.0003349352488536776
23,0.0003336842746648472
24,0.000336000546667492
25,0.00033509243561032537
26,0.0003355693061166676
27,0.00033507837664122536
28,0.00033548104935713735
29,0.0003377040108413591
30,0.0003375950533760867
31,0.0003367371834125758
32,0.0003342231636149033
33,0.00033730447830748744
34,0.00033484340989768196
35,0.00033648970323459554
36,0.0003370103034588586
37,0.0003352410967636388
38,0.0003376459098944906
39,0.000336795669378868
40,0.0003363578362041153
41,0.0003381266275634213
42,0.00033284305269868736
43,0.0003367686355583525
44,0.0003357598349490824
45,0.0003341427424553937
46,0.0003351835706174218
47,0.0003334871556338233
48,0.0003365176235092804
49,0.0003361205829908916
50,0.0003349484929155248
51,0.00033683222621524084
52,0.0003361640289464655
53,0.00033540841468493454
54,0.0003371917094530848
55,0.0003363832147442736
56,0.00033584723011396517
57,0.00033517562527170713
58,0.00033620211615925655
59,0.00033444874740477343
60,0.0003312084299977869
61,0.0003359172721199381
62,0.0003362517600180581
63,0.0003372106948518194
64,0.00033667073027269606
65,0.0003370821583909371
66,0.00033555014548862044
67,0.00033514031808105454
68,0.00033750922193576116
69,0.0003362143652339
70,0.0003340561531028167
71,0.00033462379360571504
72,0.00033399743551854044
73,0.0003355189977204039
74,0.0003319438498389597
75,0.0003366017554071732
76,0.00033602636237143696
77,0.0003369368035540295
78,0.0003356461026366257
79,0.0003365153170307167
80,0.000334220151368451
81,0.0003365803204360418
82,0.00033341627325474593
83,0.00033716756540040177
84,0.00033431185026226257
85,0.00033633944258326665
86,0.00033544313373568
87,0.00033502427201407653
88,0.0003355882630179015
89,0.0003374433569357886
90,0.00033598740871336
91,0.00033429236767309095
92,0.0003349038682548174
93,0.00033498259775418166
94,0.00033603848472315195
95,0.0003360376225221747
96,0.0003356173559344218
97,0.0003337736003838169
98,0.00033384441485395655
99,0.0003366528108017519
100,0.0003340327081483944
101,0.00033042472205124795
102,0.00033434899402588297
103,0.00033414598571350024
104,0.0003364402703785648
105,0.0003358289989895032
106,0.0003343615899211727
107,0.00033252797584282234
108,0.000336379008028113
109,0.00033429976004602696
110,0.0003346980520291254
111,0.0003357650239195209
112,0.0003332660817250144
113,0.0003373378967808094
114,0.0003333082653019422
115,0.0003348566703304338
116,0.00033603876969815855
117,0.0003326065258685655
118,0.0003369241676409729
119,0.0003319267222347359
120,0.00033457142368812737
121,0.00033461774485961843
122,0.00033389588255280006
123,0.0003358840597987485
124,0.0003368216785020195
125,0.0003338435283997872
126,0.0003370788787530425
127,0.0003379788395250216
128,0.00033302301320266753
129,0.00033517045206584345
130,0.00033076669327177416
131,0.0003361907438375056
132,0.0003320792032657967
133,0.00033643334002893727
134,0.00033521664469541673
135,0.0003370818812982179
136,0.0003346412753065427
137,0.0003359180021410187
138,0.0003336289798122986
139,0.00033410608193662483
140,0.0003348113774942855
141,0.0003351436413746948
142,0.00033487034428011003
143,0.0003365933019570851
144,0.00033551464851674
145,0.00033675896702334285
146,0.000335771961545106
147,0.0003345219326244357
148,0.00033560534939169884
149,0.00033511667849476606
150,0.0003353276849035562
151,0.00033048727103353787
152,0.0003347851161379367
