,Average MSE
0,0.00037723408119442564
1,0.0003762146431351236
2,0.00037437064383993857
3,0.00037403512275583733
4,0.00037309872883876477
5,0.00037079242611071095
6,0.00037183307843709673
7,0.00036364859018552426
8,0.00035488187495502643
9,0.0003441823331134704
10,0.0003381922166833344
11,0.00033469443102755275
12,0.0003343635386651537
13,0.00033520716533530504
14,0.00033708429934146505
15,0.00033598358398497413
16,0.0003354293536782886
17,0.000337902697234919
18,0.00033170536092560116
19,0.00033548165326161933
