,Average MSE
0,0.00037688589266811806
1,0.0003723959574320664
2,0.00034037748688812525
3,0.0003388738453698655
4,0.00033603885215901147
5,0.00033665451580115285
6,0.00033689554159839946
7,0.0003360571220885807
8,0.0003352061733797503
9,0.00033461543716839515
10,0.00033658038652599015
11,0.0003350094114769793
12,0.00033564013089441386
13,0.0003371153161424445
14,0.0003352998343567985
15,0.0003342962930522238
16,0.00033707854405899224
17,0.00033601540902357857
18,0.0003354003880910265
19,0.00033373577025486156
