,Average MSE
0,0.00037374859311967157
1,0.00037386995973065495
2,0.00033963299210881814
3,0.0003363637885437735
4,0.0003365529895139237
5,0.00033896820241352543
6,0.0003332230971864192
7,0.00033793182410590816
8,0.00033530124589257565
9,0.00033532747026280657
10,0.00033936192873322096
11,0.0003327145702011573
12,0.0003388501778924062
13,0.00033655834098074894
14,0.0003370059918476424
15,0.0003381199639989063
16,0.00033675595235157135
17,0.0003350080708817889
18,0.00033617668790005456
19,0.00033579853576763224
20,0.00033606910559077124
21,0.0003342616619192995
22,0.000337372886860976
23,0.0003369200312590692
24,0.0003358391301541512
25,0.0003364403710293118
26,0.00033534440444782376
27,0.00033685925882309675
28,0.0003345701685854389
29,0.0003384573574294336
30,0.0003366114384940981
31,0.0003371225041822375
32,0.000336564086561945
33,0.00033568400249350816
34,0.0003369500615614622
35,0.0003351366103743203
36,0.00033656100276857615
37,0.0003354446659310876
38,0.0003341092609237724
39,0.00033402355256839655
40,0.0003382922611005294
41,0.00033825078632313915
42,0.000338231531107643
43,0.00033656920519812655
44,0.0003363156635411239
45,0.00033653521313681267
46,0.0003343389968601211
47,0.0003367132424803761
48,0.00033611106118769385
49,0.0003374419569202776
50,0.0003341997447326624
51,0.00033629409760275547
52,0.00033565145592244033
53,0.00033783270616064936
54,0.00033579192798545893
55,0.00033487512094628374
56,0.0003364895722673585
57,0.00033689517294988036
58,0.00033781444775134634
59,0.0003357480854901951
60,0.00033441275506144547
61,0.00033522169542266056
62,0.0003349753436244403
63,0.00033532988891238347
64,0.00033618629701474373
65,0.00033366947597338975
66,0.00033575163009421277
67,0.0003381753061451794
68,0.00033185441498062573
69,0.00033768847182121436
70,0.0003362156191239289
71,0.0003367272875038907
72,0.00033562647392197203
73,0.0003369129832814603
74,0.0003378474611963611
75,0.00033553113037972554
76,0.0003358343625829245
77,0.00033404442729079165
78,0.0003353226190180673
79,0.00033247864121221937
80,0.00033596439607208595
81,0.0003341158153489232
82,0.0003371877513321427
83,0.00033464205989730544
84,0.00033304780299658887
85,0.0003371482016518712
86,0.00033325859233931016
87,0.00033391790808915783
88,0.0003356527340656612
89,0.0003335662756095796
90,0.0003357437890372239
91,0.00033559042882795137
92,0.00033555979644006584
93,0.00033579907843280427
94,0.00033629637376482907
95,0.0003334426170719477
96,0.00033352662042792264
97,0.0003348083373566624
98,0.0003346059008132822
99,0.0003370003032614477
100,0.00033520573621596367
101,0.00033411445656383876
102,0.0003351429889638287
103,0.0003365108107876343
104,0.00033547542019126314
105,0.000332749620914304
106,0.00033459773840149865
107,0.00033758129090225947
108,0.00033529070545531187
109,0.0003360289022869741
110,0.0003370722297404427
111,0.00033694420562824234
112,0.00033465078922745306
113,0.00033898867817091133
114,0.0003347231868247036
115,0.0003343361374087787
116,0.0003370902183329842
117,0.0003347857339880041
118,0.00033392351542715915
119,0.00033647298672197695
120,0.0003329426435811911
121,0.0003361450956920938
122,0.0003328514030727092
123,0.0003357158760384967
124,0.0003358730682521127
125,0.00033437525295691256
126,0.0003350112965563312
127,0.0003362684219609946
128,0.0003336460116164138
129,0.0003323553743636391
130,0.00033675024678814225
131,0.0003364803487784229
132,0.00033261594095771824
133,0.0003365716383996187
134,0.0003359888311630736
135,0.0003365736871880169
136,0.00033791128104591434
137,0.00033643310841095325
138,0.00033510758900471654
139,0.0003354594385503636
140,0.00033616585824347567
141,0.0003350713438218615
142,0.00033609095044084825
143,0.0003361258707930877
144,0.0003329513638163917
145,0.0003356162245230128
146,0.0003355539107966858
147,0.0003346338198753074
148,0.0003365757656865753
149,0.0003352268498323004
150,0.00033489410149438
151,0.00033503579955625656
152,0.0003336324346795057
153,0.00033640381904357736
154,0.0003350368836739411
155,0.00033594669002923183
156,0.00033461862161251094
157,0.0003360633909323951
158,0.00033824079703966464
159,0.00033778930931778933
160,0.0003354498561141857
161,0.00033545206679264084
162,0.0003356011657160707
163,0.0003375460255483631
164,0.0003350377204090667
165,0.0003358460338252674
166,0.0003356441108432288
167,0.00033751327403782244
168,0.0003359702659508912
169,0.0003359738220751751
170,0.0003371875342660739
171,0.00033498853493559483
172,0.00033514957370546955
173,0.0003370299515760659
174,0.0003351631470043988
175,0.0003374146387310854
176,0.0003350898138402651
177,0.0003342508631855405
178,0.0003359629905996068
179,0.000337340459736879
180,0.0003361794200221387
181,0.0003358064332132926
182,0.0003367244159259523
183,0.0003364136573509313
184,0.0003376949146816817
185,0.0003349734336855666
186,0.0003384088231541682
187,0.00033726615462607395
188,0.0003366235808546965
189,0.00033632979466347024
190,0.00033563808453133487
191,0.0003350094375491608
192,0.0003348807525374771
193,0.00033480939600849524
194,0.00033563719504551653
195,0.00033496697384786483
196,0.0003357702056140018
197,0.00033559480774177547
198,0.00033597818764974363
199,0.00033354713741573505
200,0.00033754644270326634
201,0.0003362086693717477
202,0.00033567401017838466
203,0.00033756768122354214
204,0.0003335267550331385
205,0.0003358542841548721
206,0.00033574120607227087
207,0.0003368196921655908
208,0.0003352796423617595
209,0.0003374731853303577
210,0.0003362857375274568
211,0.00033574176025770913
212,0.0003361971139383968
213,0.00033586268182261847
214,0.0003327748139175431
215,0.0003333593437370534
216,0.0003364226904523093
217,0.0003353655071502241
218,0.0003354089070247331
219,0.0003340114053571597
220,0.0003343987809785176
221,0.00033285281460848637
222,0.0003341650547857474
223,0.0003340161359422685
224,0.0003351561523838124
225,0.0003341864873315596
226,0.0003353515688407545
227,0.00033675984862687375
228,0.00033561726134697284
229,0.00033391160165289574
230,0.00033541210541443434
231,0.00033676096306104836
232,0.00033655546333951253
233,0.0003349476476917819
234,0.00033337282123587403
235,0.0003367943354533054
236,0.0003361250346642919
237,0.0003378323587336733
238,0.00033390424990405637
239,0.00033566836403527606
240,0.0003348625602181225
241,0.00033521984005346894
242,0.0003369714795553591
243,0.0003348527116031619
244,0.0003349655332082572
245,0.0003352128842379898
246,0.0003385302940538774
247,0.00033445796664940036
248,0.00033614117395093973
249,0.00033228842403332237
250,0.0003335969195177313
251,0.00033540232107043266
252,0.00033461332714068703
253,0.00033572051324881613
254,0.0003347570503440996
255,0.0003383064092001102
256,0.00033618220792656456
257,0.0003339555126634271
258,0.000335633872358206
259,0.0003338345462301125
260,0.0003367028857610421
261,0.00033510123891270876
262,0.000334483847230634
263,0.000331823880818168
264,0.00033383596867982607
265,0.000331734202215254
266,0.00033200843002608355
267,0.0003345837540109642
268,0.0003353582445318655
269,0.0003351433321464962
270,0.0003345710938447155
271,0.00033454854322674993
272,0.00033612711195019074
273,0.00033804220826520276
274,0.0003365105549164582
275,0.000336752364091808
276,0.0003354873758022829
277,0.0003333067373508432
278,0.0003350319093442522
279,0.0003364795278078721
280,0.00033573972480856656
281,0.00033306113740157645
282,0.0003385120411015426
283,0.0003356315658796423
284,0.0003357949851003165
285,0.0003348060454300139
286,0.00033597773411505233
287,0.00033744744602396776
288,0.0003372323966080633
289,0.0003354528077276579
290,0.0003364968591389091
291,0.0003348865672402705
292,0.0003374984808033332
293,0.00033505688164344366
294,0.000335700437669099
295,0.0003355494639739239
296,0.0003360122912757409
297,0.00033446687666582875
298,0.0003366979035490658
299,0.0003371793360808321
300,0.00033473207319426973
301,0.00033556739314614487
302,0.00033672678970712394
303,0.00033628174545204576
304,0.00033587687903491315
305,0.00033654427231037215
306,0.0003335944657010259
307,0.000335043401112974
308,0.0003356901767498736
309,0.0003357010488495386
310,0.00033499295144186664
311,0.00033326996829903993
312,0.0003344860936825474
313,0.00033474831919496256
314,0.0003357090972713195
315,0.00033624818509755033
316,0.0003370504321840902
317,0.0003351535221251349
318,0.00033460149764626596
319,0.0003360178282794853
320,0.00033417057723757654
321,0.00033651345559822704
322,0.00033609270758461207
323,0.0003368162324477453
324,0.00033523942935668555
325,0.0003351235803468929
326,0.00033393095630647923
327,0.000336105897683107
328,0.0003345943344659948
329,0.00033475070692171965
330,0.00033346855343552306
331,0.00033613583036640193
332,0.0003366660348547157
333,0.00033708429206550744
334,0.0003354631614153429
335,0.0003330978045899731
336,0.00033635761913804646
337,0.00033656408959359396
338,0.00033738619943809073
339,0.00033431349099070456
340,0.00033461716763364774
341,0.0003376875077568305
342,0.0003341541426683155
343,0.00033582214443110087
344,0.0003360778537171427
345,0.00033373351288901176
346,0.0003356520998446892
347,0.00033650604988603544
348,0.0003342201016494073
349,0.00033555045835479785
350,0.0003336840284949479
351,0.000335627385841993
352,0.000335951578260089
353,0.0003367440428216166
354,0.00033367763959783286
355,0.00033579889592753415
356,0.0003348333654381956
357,0.0003358320694436164
358,0.0003351988446714434
359,0.0003342495547258295
360,0.0003334116281621391
361,0.00033452751328392577
362,0.0003326468055699176
363,0.0003352379681018647
364,0.0003344712179872052
365,0.00033651791454758495
366,0.0003370239137439057
367,0.00033676747504311305
368,0.00033418114556601114
369,0.0003351419036334846
370,0.0003359133103610172
371,0.0003351236494684902
372,0.0003372403631753211
373,0.0003362915025112064
374,0.00033411266243395704
375,0.0003372351408567435
376,0.0003362921706866473
377,0.0003339340776922957
378,0.00033444374760923284
379,0.00033513270439774107
380,0.0003368745286328097
381,0.0003355888269046166
382,0.00033486089038585004
383,0.00033506753849602927
384,0.0003360842080534591
385,0.0003352473880416558
386,0.0003325410907564219
387,0.00033752666907579015
388,0.00033531524483502534
389,0.0003353554560211099
390,0.0003345717947619657
391,0.0003343568241689354
392,0.00033546140063360025
393,0.00033340082397141185
394,0.00033264473980428494
395,0.00033695427191560157
396,0.00033256323149544187
397,0.00033514356255182065
398,0.0003372607200920659
399,0.00033347804977286916
400,0.00033517468424785574
401,0.00033714560777298175
402,0.0003339223076181952
403,0.0003373082472535316
404,0.0003357531083262681
405,0.00033657521998975426
406,0.0003348523659951752
407,0.0003345816427705965
408,0.00033564660407137126
409,0.0003345636068843305
410,0.0003347418060002383
411,0.00033707335993919213
412,0.00033682394556914613
413,0.000336421282554511
414,0.0003333637214382179
415,0.00033727539387958433
416,0.00033483381290958886
417,0.000336291195708327
418,0.00033491025230129406
419,0.00033580197365760495
420,0.0003353280614343627
421,0.00033562960258374613
422,0.00033477990412696573
423,0.0003346391161661207
424,0.0003367557304348641
425,0.0003317656458724135
426,0.0003353773590788478
427,0.00033568480163618614
