,Average MSE
0,0.00037643163523171097
1,0.00036557963176164776
2,0.0003448473968698333
3,0.0003383459685816585
4,0.0003365851892643453
5,0.00033368431589527364
6,0.0003355085779427706
7,0.00033164516086496104
8,0.0003310404499643482
9,0.00033055322758931044
10,0.00032749913225416094
11,0.00032309854456495185
12,0.0003217357746810497
13,0.0003211637200971988
14,0.0003205958540396144
15,0.0003173724204922716
16,0.0003149372484282746
17,0.00031524714540864807
18,0.00030756299444571294
19,0.00030841400136220426
