,Average MSE
0,0.0003726357632937531
1,0.0003730272874236107
2,0.0003754958597710356
3,0.00037454643461387604
4,0.0003736040089279413
5,0.0003751080366782844
6,0.0003730447933776304
7,0.000373063754523173
8,0.00037299745599739254
9,0.0003711084379271294
10,0.0003672797853748004
11,0.00035840294246251386
12,0.0003475685807643458
13,0.0003419758868403733
14,0.00034111107621962827
15,0.0003378981734082724
16,0.00033808028577671695
17,0.000337932263695014
18,0.00033750440828346956
19,0.00033516957773827016
