,Average MSE
0,0.00037248738954076543
1,0.00037237361539155245
2,0.0003694436503186201
3,0.0003430910558866647
4,0.0003373388274970542
5,0.0003375892071441437
6,0.0003355738384319314
7,0.0003350356176573162
8,0.0003353067186253611
9,0.00033456168360620114
10,0.0003338580797086858
11,0.00033664431248325855
12,0.00033549908524340327
13,0.00033501973060386564
14,0.00033530519309958134
15,0.00033228794200113043
16,0.0003316977320840427
17,0.0003303117870624798
18,0.0003287335603090469
19,0.00032592328473886784
