,Average MSE
0,0.0003740150132216513
1,0.00037696829773873713
2,0.0003702327376231551
3,0.0003394286977709271
4,0.00033501849672272027
5,0.0003353725260240026
6,0.0003367631870787591
7,0.0003367515667681194
8,0.00033239496527433704
9,0.0003360043568439626
10,0.0003370339915515312
11,0.0003362206631815449
12,0.00033870540937641636
13,0.00033763512086200836
14,0.00033727263629164855
15,0.0003364384562397997
16,0.0003359842212375952
17,0.0003367170781226984
18,0.0003357000193015362
19,0.0003345259950341036
