,Average MSE
0,0.00037723402298676473
1,0.0003759375249501318
2,0.00037369978478333604
3,0.0003726390520265947
4,0.0003702007040070991
5,0.0003645745406781013
6,0.0003603230434237048
7,0.0003513152866313855
8,0.0003470572313138594
9,0.0003432008137072747
10,0.0003398747406511878
11,0.00033530637544269365
12,0.00033419401734136045
13,0.0003344139937932293
14,0.0003352765925228596
15,0.0003336177857515092
16,0.0003322837777280559
17,0.0003342607960803434
18,0.0003275561078529184
19,0.00033038884672957164
