,Average MSE
0,0.00037419261934701353
1,0.00037783638496572774
2,0.00037660194114626694
3,0.0003737890753351773
4,0.00037259478510047
5,0.0003733012320784231
6,0.00037450415644949925
7,0.00037258610730835545
8,0.0003603875229600817
9,0.0003473393201905613
10,0.00034080498638407636
11,0.0003393033694010228
12,0.00034052113672563183
13,0.0003385323701271166
14,0.000337762976414524
15,0.000337036166456528
16,0.00033695247839204967
17,0.00033798264727617305
18,0.0003362849820405245
19,0.00033519121643621475
