,Average MSE
0,0.00037248938921644975
1,0.00037242434336803854
2,0.0003734849366689256
3,0.0003634166775251894
4,0.0003385939586830015
5,0.00033721684546132263
6,0.00033521834484417923
7,0.00033467280930684257
8,0.0003352439768301944
9,0.0003348851435778973
10,0.00033439178514527157
11,0.00033780379574939917
12,0.0003366970243708541
13,0.0003363176777687234
14,0.00033775291982844163
15,0.0003359674968426892
16,0.0003365950518248913
17,0.00033686384388905327
18,0.00033683519359328784
19,0.00033451854324084707
