,Average MSE
0,0.00037397480506721575
1,0.00035729011384925496
2,0.0003386268714772693
3,0.00033821513958779786
4,0.0003325963916722685
5,0.0003340254855478027
6,0.000331257328070933
7,0.00032824913190173294
8,0.0003265190759217755
9,0.0003256119258973437
10,0.0003188021170596282
11,0.00031815336721289594
12,0.00031684412897448055
13,0.00031016242064652033
14,0.0003063602246887361
15,0.0003039498399933412
16,0.00030024996764647466
17,0.0002967047275888035
18,0.0002931487221455124
19,0.0002892722253212317
