,Average MSE
0,0.00037545530843393254
1,0.000375780466129072
2,0.00037225054499382776
3,0.0003728392766788602
4,0.0003621900638487811
5,0.000355798479480048
6,0.00034867528787193197
7,0.00034218389191664755
8,0.00033910939722166705
9,0.0003387467149877921
10,0.0003327308368170634
11,0.0003338349682356541
12,0.00033532933351428557
13,0.0003305232336667056
14,0.0003280413560181235
15,0.0003293287009000778
16,0.00032856733014341444
17,0.00032655820541549474
18,0.00032794990208155167
19,0.0003247651717780779
