,Average MSE
0,0.00037400768997031264
1,0.00037657981738448143
2,0.0003514088445323675
3,0.00033727591411055374
4,0.0003356727811478777
5,0.00033588088990654796
6,0.00033669572925039876
7,0.0003357990863150917
8,0.000330903062907358
9,0.00033414555340035196
10,0.00033299679550206446
11,0.00033077898842748255
12,0.00032968222088432714
13,0.0003263171286865448
14,0.0003230349793739151
15,0.0003186461417499231
16,0.00031593345799289335
17,0.0003132884473113033
18,0.0003111748410447035
19,0.00030770714511163533
